IMDB-ID,originalTitle,startYear,genres,documentLength
tt0021384,Skandal um Eva,1930,Comedy,6132
tt0021508,Up the River,1930,Comedy Crime Drama,8977
tt0021542,Westfront 1918: Vier von der Infanterie,1930,Drama Romance War,2864
tt0021554,Wild Company,1930,Drama,7550
tt0021581,24 Stunden aus dem Leben einer Frau,1931,Drama,2363
tt0021607,An American Tragedy,1931,Crime Drama Romance,9825
tt0021616,Ariane,1931,Drama Romance,4274
tt0021619,Arm wie eine Kirchenmaus,1931,Comedy Musical Romance,9732
tt0021622,Arrowsmith,1931,Drama,10078
tt0021635,Bad Girl,1931,Drama Romance,12207
tt0021647,Beauty and the Boss,1932,Comedy Romance,9492
tt0021653,Berge in Flammen,1931,Drama War,2653
tt0021654,Berlin-Alexanderplatz - Die Geschichte Franz Biberkopfs,1931,Crime Drama,5575
tt0021673,Blonde Crazy,1931,Comedy Crime Drama,9122
tt0021681,Bomben auf Monte Carlo,1931,Comedy Drama Musical,6566
tt0021735,The Cheat,1931,Drama,6029
tt0021739,La chienne,1931,Crime Drama,6781
tt0021746,Cimarron,1931,Drama Western,11047
tt0021753,A Co-respondent's Course,1931,Comedy,2247
tt0021784,Danton,1931,Drama,5651
tt0021785,Daughter of the Dragon,1931,Crime Drama,4790
tt0021800,Dishonored,1931,Drama Romance War,3705
tt0021814,Dracula,1931,Fantasy Horror,15273
tt0021815,Drácula,1931,Fantasy Horror,5225
tt0021817,Drei Tage Liebe,1931,Drama,6913
tt0021818,Die 3 Groschen-Oper,1931,Comedy Drama Musical,5838
tt0021860,Figaro e la sua gran giornata,1931,Comedy,5417
tt0021864,La fin du monde,1931,Sci-Fi,3565
tt0021873,Five Star Final,1931,Crime Drama,11809
tt0021885,A Free Soul,1931,Crime Drama Romance,10987
tt0021890,The Front Page,1931,Comedy,16706
tt0021919,It's Tough to Be Famous,1932,Comedy Drama,9156
tt0021927,The Great Lover,1931,Drama Romance,7234
tt0022000,Indiscreet,1931,Comedy Drama Musical,6563
tt0022017,Kameradschaft,1931,Drama,3231
tt0022032,Die Koffer des Herrn O.F.,1931,Comedy,4853
tt0022054,The Last Flight,1931,Drama,8489
tt0022074,The Smiling Lieutenant,1931,Comedy Musical Romance,4306
tt0022086,Lonely Wives,1931,Comedy,11886
tt0022100,M - Eine Stadt sucht einen Mörder,1931,Crime Mystery Thriller,7904
tt0022103,The Mad Genius,1931,Drama Horror Romance,7624
tt0022105,Madamu to nyôbô,1931,Comedy Drama,2035
tt0022119,Man of the World,1931,Drama Romance,8968
tt0022121,"Der Mann, der seinen Mörder sucht",1931,Comedy,2311
tt0022125,Marius,1931,Comedy Drama Romance,10472
tt0022135,Men Call It Love,1931,Romance,9276
tt0022150,Le million,1931,Comedy Musical,4797
tt0022153,The Miracle Woman,1931,Drama Romance,11267
tt0022158,Monkey Business,1931,Comedy Musical,13787
tt0022183,Mädchen in Uniform,1931,Drama Romance,5273
tt0022185,Der Mörder Dimitri Karamasoff,1931,Drama,3073
tt0022211,No Limit,1931,Comedy Drama Musical,7563
tt0022214,Oatsurae Jirôkichi koshi,1931,Action Drama,4372
tt0022223,On purge bébé,1931,Comedy,5138
tt0022235,L'opéra de quat'sous,1931,Comedy Crime Musical,4459
tt0022236,Other Men's Women,1931,Drama Romance,7544
tt0022241,Over the Hill,1931,Drama,7428
tt0022251,Pardon Us,1931,Comedy Crime Drama,3943
tt0022268,Platinum Blonde,1931,Comedy Romance,11583
tt0022276,Possessed,1931,Drama Romance,8145
tt0022286,The Public Enemy,1931,Crime Drama,6802
tt0022289,Putyovka v zhizn,1931,Drama,3787
tt0022291,Quick Trigger Lee,1931,Western,2631
tt0022295,Der Raub der Mona Lisa,1931,Drama,3727
tt0022326,The Royal Bed,1931,Comedy,11532
tt0022339,Santa,1932,Drama,3109
tt0022353,Seas Beneath,1931,Action Drama War,6778
tt0022395,The Skin Game,1931,Drama,9745
tt0022403,Smart Money,1931,Crime Drama,10656
tt0022430,The Star Witness,1931,Drama,8831
tt0022454,Svengali,1931,Drama Horror Romance,5036
tt0022463,Tarnished Lady,1931,Drama,7676
tt0022469,Ten Cents a Dance,1931,Drama Romance,8992
tt0022489,Tonight or Never,1931,Comedy Romance,8266
tt0022535,Die verliebte Firma,1932,Comedy,5832
tt0022543,Voruntersuchung,1931,Drama,4525
tt0022550,Waterloo Bridge,1931,Drama Romance,8794
tt0022599,À nous la liberté,1931,Comedy Musical,2625
tt0022626,American Madness,1932,Drama,11900
tt0022639,Arsène Lupin,1932,Crime Mystery Romance,9552
tt0022685,A Bill of Divorcement,1932,Drama,6721
tt0022689,Bird of Paradise,1932,Adventure Drama Romance,3003
tt0022698,Blonde Venus,1932,Drama,9257
tt0022718,Boudu sauvé des eaux,1932,Comedy,4490
tt0022725,Broken Lullaby,1932,Drama,3708
tt0022735,The Cabin in the Cotton,1932,Drama,8425
tt0022753,Chandu the Magician,1932,Action Adventure Comedy,4800
tt0022765,Les cinq gentlemen maudits,1931,Drama Mystery,2323
tt0022775,Frisco Jenny,1932,Drama,7359
tt0022787,Les croix de bois,1932,Drama War,4448
tt0022789,Crooner,1932,Comedy,8495
tt0022810,Destry Rides Again,1932,Romance Western,11520
tt0022814,Devil and the Deep,1932,Drama,5365
tt0022827,Doctor X,1932,Comedy Crime Horror,8893
tt0022835,Dr. Jekyll and Mr. Hyde,1931,Horror Sci-Fi,9235
tt0022873,Faithless,1932,Drama,8552
tt0022877,Fanny,1932,Comedy Drama,12002
tt0022879,A Farewell to Arms,1932,Drama Romance War,7388
tt0022913,Freaks,1932,Drama Horror,9630
tt0022946,En glad gutt,1932,Drama,5226
tt0022958,Grand Hotel,1932,Drama Romance,11431
tt0022961,The Greeks Had a Word for Them,1932,Comedy,11034
tt0022964,Die große Liebe,1931,Drama,5093
tt0022966,Die Gräfin von Monte-Christo,1932,Comedy,6672
tt0022981,Haunted Gold,1932,Horror Mystery Western,3942
tt0022991,Hell's House,1932,Drama,6488
tt0023027,Horse Feathers,1932,Comedy Musical Romance,12207
tt0023028,Hot Saturday,1932,Drama Romance,7598
tt0023047,"Ich will nicht wissen, wer du bist",1932,Comedy,5582
tt0023049,If I Had a Million,1932,Comedy Drama,8570
tt0023066,Is My Face Red?,1932,Action Crime Drama,7851
tt0023071,Ivan,1932,Drama,2223
tt0023074,Jewel Robbery,1932,Comedy Crime Romance,9335
tt0023104,Kuhle Wampe oder: Wem gehört die Welt?,1932,Drama,3752
tt0023117,The Last Mile,1932,Crime Drama,7422
tt0023121,Law and Order,1932,Western,5881
tt0023132,Letty Lynton,1932,Drama,8893
tt0023155,Love Bound,1932,Drama Mystery,7524
tt0023158,Love Me Tonight,1932,Comedy Musical Romance,7522
tt0023169,Madame Butterfly,1932,Drama,5803
tt0023181,The Man Who Played God,1932,Drama Romance,9325
tt0023194,The Mask of Fu Manchu,1932,Adventure Horror Sci-Fi,5271
tt0023196,Mata Hari,1931,Crime Drama Romance,7687
tt0023213,Merrily We Go to Hell,1932,Comedy Drama Romance,8146
tt0023218,The Midnight Lady,1932,Crime Drama Mystery,6750
tt0023238,The Most Dangerous Game,1932,Adventure Horror Mystery,4879
tt0023245,The Mummy,1932,Fantasy Horror,8433
tt0023249,Murders in the Rue Morgue,1932,Crime Horror Mystery,4029
tt0023261,Nasanunaka,1932,Drama,2267
tt0023266,Night After Night,1932,Comedy Drama,8382
tt0023277,No Man of Her Own,1932,Drama Romance,9098
tt0023284,La nuit du carrefour,1932,Crime Drama Mystery,3621
tt0023285,Number Seventeen,1932,Crime Mystery Thriller,3749
tt0023293,The Old Dark House,1932,Comedy Horror Thriller,7256
tt0023303,One Hour with You,1932,Comedy Musical Romance,6918
tt0023345,Poil de carotte,1932,Drama,5245
tt0023362,The Purchase Price,1932,Comedy Drama,5349
tt0023382,Red Dust,1932,Drama Romance,9755
tt0023385,Red-Headed Woman,1932,Comedy Romance,8543
tt0023395,Rich and Strange,1931,Comedy Romance Thriller,4976
tt0023427,Scarface,1932,Action Crime Drama,9479
tt0023458,Shanghai Express,1932,Adventure Drama Romance,6308
tt0023470,The Sign of the Cross,1932,Drama History,9269
tt0023479,Sinners in the Sun,1932,Drama Romance,7825
tt0023486,Skyscraper Souls,1932,Drama Romance,12936
tt0023498,Speak Easily,1932,Comedy,7033
tt0023513,Der Stolz der 3. Kompanie,1932,Comedy,8923
tt0023551,Tarzan the Ape Man,1932,Action Adventure Romance,4932
tt0023553,La tavola dei poveri,1932,Comedy Drama,4447
tt0023563,Das Testament des Dr. Mabuse,1933,Crime,16830
tt0023582,Thirteen Women,1932,Drama Horror Mystery,4880
tt0023584,This Is the Night,1932,Comedy,6744
tt0023590,Three on a Match,1932,Crime Drama Romance,6750
tt0023594,Tiger Shark,1932,Drama Romance,6936
tt0023622,Trouble in Paradise,1932,Comedy Crime Romance,7309
tt0023623,Der träumende Mund,1932,Drama,6662
tt0023642,Union Depot,1932,Comedy Drama Romance,8143
tt0023645,"Gli uomini, che mascalzoni...",1932,Comedy Romance,2811
tt0023649,Vampyr,1932,Fantasy Horror,3065
tt0023691,While Paris Sleeps,1932,Drama,3199
tt0023694,White Zombie,1932,Horror,3014
tt0023729,1860,1934,Drama History,3095
tt0023753,Alice in Wonderland,1933,Adventure Family Fantasy,6760
tt0023775,Baby Face,1933,Drama Romance,6443
tt0023794,Berkeley Square,1933,Fantasy Romance,8117
tt0023797,Betty Boop's Big Boss,1933,Animation Comedy Family,4998
tt0023814,The Bitter Tea of General Yen,1932,Drama Romance War,7201
tt0023825,Bombshell,1933,Comedy Drama Romance,16433
tt0023871,A Canção de Lisboa,1933,Comedy Musical,8425
tt0023876,Cavalcade,1933,Drama Romance War,10878
tt0023880,Chance at Heaven,1933,Drama Romance,9090
tt0023891,Christopher Strong,1933,Drama Romance,8532
tt0023900,College Humor,1933,Comedy,9310
tt0023902,El compadre Mendoza,1934,Drama War,4526
tt0023926,Dancing Lady,1933,Comedy Musical Romance,10747
tt0023933,Du haut en bas,1933,Comedy,9212
tt0023935,The Death Kiss,1932,Comedy Crime Drama,9064
tt0023937,Dekigokoro,1933,Drama,2781
tt0023938,Deluge,1933,Drama Sci-Fi,5256
tt0023940,Design for Living,1933,Comedy Romance,9040
tt0023943,The Devil's Brother,1933,Comedy Musical,5907
tt0023948,Dinner at Eight,1933,Comedy Drama,13182
tt0023955,Doctor Bull,1933,Comedy Drama Romance,9595
tt0023956,Don Quixote,1933,Adventure Comedy Drama,3733
tt0023969,Duck Soup,1933,Comedy Musical War,8251
tt0023973,The Eagle and the Hawk,1933,Action Drama War,6501
tt0023986,Employees' Entrance,1933,Drama Romance,11011
tt0023993,Ex-Lady,1933,Comedy Drama,5888
tt0024005,Fast Workers,1933,Drama,8006
tt0024008,Female,1933,Comedy Drama Romance,7357
tt0024025,Flying Down to Rio,1933,Comedy Musical Romance,6947
tt0024028,Footlight Parade,1933,Comedy Musical Romance,11962
tt0024034,42nd Street,1933,Comedy Musical Romance,16230
tt0024046,Gallant Lady,1933,Drama,11061
tt0024048,Gambling Ship,1933,Drama,6797
tt0024054,The Ghost Camera,1933,Comedy Crime Mystery,7205
tt0024055,The Ghoul,1933,Action Drama Horror,4586
tt0024056,Giallo,1934,Thriller,4759
tt0024069,Gold Diggers of 1933,1933,Comedy Drama Musical,12023
tt0024090,Hard to Handle,1933,Comedy Romance,10075
tt0024108,Her First Affaire,1932,Drama,9235
tt0024115,Heroes for Sale,1933,Drama War,7899
tt0024127,Hitlerjunge Quex,1933,Drama,5976
tt0024130,Hold Your Man,1933,Drama Romance,10041
tt0024151,I Cover the Waterfront,1933,Drama Romance,7522
tt0024157,I Lived with You,1933,Comedy Romance,12924
tt0024160,I Loved a Woman,1933,Drama Romance,10062
tt0024166,I'm No Angel,1933,Comedy Musical Romance,11586
tt0024184,The Invisible Man,1933,Horror Sci-Fi,17375
tt0024188,Island of Lost Souls,1932,Horror Sci-Fi,5400
tt0024193,Jennie Gerhardt,1933,Drama,7472
tt0024216,King Kong,1933,Adventure Horror Sci-Fi,7364
tt0024222,The Kiss Before the Mirror,1933,Drama Mystery,7358
tt0024236,Lachende Erben,1933,Comedy Romance,8843
tt0024238,Ladies They Talk About,1933,Crime Drama Romance,7029
tt0024239,Lady Killer,1933,Comedy Crime,9108
tt0024240,Lady for a Day,1933,Comedy Drama,11302
tt0024252,Liebelei,1933,Drama Romance,5854
tt0024262,The Little Giant,1933,Comedy Crime Romance,9944
tt0024264,Little Women,1933,Drama Family Romance,11567
tt0024266,La llorona,1933,Horror Mystery,2566
tt0024302,Man's Castle,1933,Drama Romance,8418
tt0024314,The Mayor of Hell,1933,Crime Drama Romance,10084
tt0024320,Meet the Baron,1933,Comedy,7813
tt0024334,Midnight Mary,1933,Crime Drama Romance,7230
tt0024339,The Mind Reader,1933,Drama Romance,8060
tt0024353,Morning Glory,1933,Drama Romance,10983
tt0024358,Mr. Skitch,1933,Adventure Comedy Romance,9073
tt0024368,Mystery of the Wax Museum,1933,Horror Mystery Thriller,7274
tt0024381,Night Flight,1933,Drama,5552
tt0024388,No Other Woman,1933,Drama,6592
tt0024402,Okraina,1933,Drama War,2321
tt0024414,One Sunday Afternoon,1933,Comedy Romance,5531
tt0024420,The Organ Grinder,1933,Animation Comedy Family,4631
tt0024436,Perfect Understanding,1933,Comedy Drama Romance,8717
tt0024450,Picture Snatcher,1933,Crime Drama,10321
tt0024453,Pilgrimage,1933,Drama,8099
tt0024470,El prisionero 13,1933,Drama War,5194
tt0024480,Quatorze Juillet,1933,Comedy Romance,4567
tt0024484,Rafter Romance,1933,Comedy Romance,8469
tt0024537,The Secret of Madame Blanche,1933,Drama History Romance,9753
tt0024548,She Done Him Wrong,1933,Comedy Drama History,8477
tt0024554,A Shriek in the Night,1933,Crime Mystery Romance,5868
tt0024593,The Son of Kong,1933,Adventure Comedy,5815
tt0024598,The Song of Songs,1933,Drama Romance,6955
tt0024600,Sonnenstrahl,1933,Drama,2098
tt0024601,Sons of the Desert,1933,Comedy,5509
tt0024605,The Sphinx,1933,Mystery,6907
tt0024617,The Story of Temple Drake,1933,Drama,5142
tt0024633,Sweepings,1933,Drama,6133
tt0024639,T'amerò sempre,1933,Drama Romance,3856
tt0024641,Taki no shiraito,1933,Drama,8292
tt0024651,Le testament du Dr. Mabuse,1933,Crime Horror Mystery,5541
tt0024672,Tillie and Gus,1933,Comedy,4644
tt0024684,Topaze,1933,Comedy Drama,7192
tt0024685,Torch Singer,1933,Drama Musical Romance,7422
tt0024701,Tugboat Annie,1933,Comedy Drama,8761
tt0024724,Ein Unsichtbarer geht durch die Stadt,1933,Adventure Crime Drama,4681
tt0024727,The Vampire Bat,1933,Drama Horror Mystery,5981
tt0024728,Velikiy uteshitel,1933,Drama,3768
tt0024736,Viktor und Viktoria,1933,Comedy Musical,5975
tt0024753,The Warrior's Husband,1933,Comedy,6852
tt0024754,Was Frauen träumen,1933,Comedy Crime Musical,5478
tt0024768,The Whispering Shadow,1933,Action Crime Horror,8573
tt0024772,Wild Boys of the Road,1933,Adventure Drama,6961
tt0024781,The Woman Accused,1933,Drama,8209
tt0024785,The Working Man,1933,Comedy Drama Romance,11250
tt0024800,Zoo in Budapest,1933,Drama Romance,4795
tt0024844,L'Atalante,1934,Comedy Drama Romance,4402
tt0024852,Babes in Toyland,1934,Comedy Family Fantasy,4268
tt0024854,"Baby, Take a Bow",1934,Comedy Drama Family,8725
tt0024873,Belle of the Nineties,1934,Comedy Drama Musical,8177
tt0024890,The Big Shakedown,1934,Crime Drama,7725
tt0024894,The Black Cat,1934,Adventure Crime Horror,3477
tt0024902,Blue Steel,1934,Western,4653
tt0024906,Born to Be Bad,1934,Drama Romance,7897
tt0024914,Bright Eyes,1934,Comedy Drama Family,9735
tt0024916,Broadway Bill,1934,Comedy Drama,10289
tt0024950,Il cappello a tre punte,1935,Comedy,4538
tt0024963,Chained,1934,Drama Romance,8230
tt0024965,Change of Heart,1934,Drama Romance,8710
tt0024968,Charlie Chan in London,1934,Crime Drama Mystery,7945
tt0024979,La cieca di Sorrento,1934,Drama,4655
tt0024989,The Clairvoyant,1935,Drama Mystery Romance,10168
tt0025009,Crime Without Passion,1934,Crime Drama,8265
tt0025021,Cuesta abajo,1934,Drama Musical,5258
tt0025028,Dames,1934,Comedy Musical Romance,8451
tt0025037,Death Takes a Holiday,1934,Drama Fantasy Romance,8352
tt0025046,Desirable,1934,Drama Romance,9562
tt0025062,Dos monjes,1934,Drama Horror Mystery,3657
tt0025064,Double Door,1934,Drama Horror Mystery,7721
tt0025100,El fantasma del convento,1934,Adventure Drama Horror,3408
tt0025129,Fog Over Frisco,1934,Crime Mystery Thriller,8192
tt0025134,Four Frightened People,1934,Adventure Drama,6381
tt0025161,Gambling Lady,1934,Drama Mystery,8440
tt0025164,The Gay Divorcee,1934,Comedy Musical Romance,9873
tt0025173,The Girl from Missouri,1934,Comedy Drama Romance,10053
tt0025191,Golgotha,1935,Adventure Drama,4540
tt0025198,Le grand jeu,1934,Drama Romance,7488
tt0025207,Groza,1934,Drama,3092
tt0025230,Heinz im Mond,1934,Comedy,8327
tt0025239,Here Is My Heart,1934,Comedy Musical,6971
tt0025263,Hollywood Party,1934,Animation Comedy Musical,5963
tt0025301,Imitation of Life,1934,Drama Romance,12717
tt0025316,It Happened One Night,1934,Comedy Romance,11839
tt0025318,It's a Gift,1934,Comedy,6649
tt0025326,Java Head,1934,Drama Romance,9234
tt0025330,Jimmy the Gent,1934,Comedy Crime Drama,9550
tt0025333,Journal of a Crime,1934,Drama,5573
tt0025335,Judge Priest,1934,Comedy Drama Romance,8653
tt0025338,Kagirinaki hodô,1934,Drama,2522
tt0025351,Kiss and Make-Up,1934,Comedy Musical Romance,7322
tt0025362,Lac aux dames,1934,Drama,7423
tt0025363,Ladies Should Listen,1934,Comedy Romance,5306
tt0025397,Liliom,1934,Drama Fantasy,7513
tt0025399,Limehouse Blues,1934,Crime Drama,6063
tt0025410,Little Miss Marker,1934,Comedy Drama Family,9034
tt0025418,Looking for Trouble,1934,Comedy Crime Drama,10036
tt0025423,The Lost Patrol,1934,Adventure War,5647
tt0025442,Madame Bovary,1934,Drama,6537
tt0025452,The Man Who Knew Too Much,1934,Crime Mystery Thriller,5660
tt0025455,The Man from Utah,1934,Adventure Crime Romance,3465
tt0025459,The Man with Two Faces,1934,Crime Drama,9572
tt0025464,Manhattan Melodrama,1934,Crime Drama Romance,11855
tt0025471,Maria Chapdelaine,1934,Drama,6126
tt0025478,Maskerade,1934,Comedy Romance,7055
tt0025479,Massacre,1934,Drama,7152
tt0025480,Mauvaise graine,1934,Comedy Drama Romance,3751
tt0025493,The Merry Widow,1934,Comedy Musical Romance,6979
tt0025509,Les misérables,1934,Drama,16394
tt0025510,A Modern Hero,1934,Drama Romance,7030
tt0025529,Murder at the Vanities,1934,Musical Mystery Romance,10206
tt0025569,No Greater Glory,1934,Drama,5464
tt0025580,Now and Forever,1934,Drama Musical Romance,8281
tt0025586,Of Human Bondage,1934,Drama Romance,6190
tt0025590,The Old Fashioned Way,1934,Comedy,6221
tt0025600,One More River,1934,Drama Romance,11158
tt0025617,The Painted Veil,1934,Drama Romance,8542
tt0025691,Pyshka,1934,Drama,2189
tt0025702,Ready for Love,1934,Romance,8683
tt0025704,Red Ensign,1934,Drama,8266
tt0025720,Riptide,1934,Drama Romance,13166
tt0025740,Sadie McKee,1934,Drama Romance,10027
tt0025746,The Scarlet Empress,1934,Drama History Romance,6486
tt0025748,The Scarlet Pimpernel,1934,Adventure Drama,8577
tt0025755,Search for Beauty,1934,Comedy Crime Romance,11092
tt0025785,The Show-Off,1934,Comedy,11030
tt0025791,La signora di tutti,1934,Drama,5981
tt0025829,Stand Up and Cheer!,1934,Comedy Musical,6334
tt0025841,Strogiy yunosha,1935,Drama,3454
tt0025861,El tango en Broadway,1934,Musical,6942
tt0025862,Tarzan and His Mate,1934,Action Adventure,6304
tt0025863,Tempo massimo,1934,Comedy,6149
tt0025878,The Thin Man,1934,Comedy Crime Mystery,12898
tt0025880,Thirty Day Princess,1934,Comedy Romance,8436
tt0025896,Tiger Bay,1934,Crime Drama Romance,4791
tt0025898,Toni,1935,Crime Drama Romance,6952
tt0025903,The Trail Beyond,1934,Action Adventure Drama,2477
tt0025907,Treasure Island,1934,Adventure Family,11139
tt0025919,Twentieth Century,1934,Comedy Romance,13761
tt0025927,Die Töchter ihrer Exzellenz,1934,Comedy,9956
tt0025929,Ukikusa monogatari,1934,Drama,5881
tt0025941,Vecchia guardia,1934,Drama,8978
tt0025946,Vesyolye rebyata,1934,Comedy Musical,3160
tt0025965,We're Not Dressing,1934,Comedy Musical,7754
tt0025969,West of the Divide,1934,Romance Western,3976
tt0026008,The World Moves On,1934,Drama History Romance,8300
tt0026017,You're Telling Me!,1934,Comedy,6890
tt0026023,Zouzou,1934,Crime Musical Romance,5843
tt0026029,The 39 Steps,1935,Mystery Thriller,9643
tt0026040,Aerograd,1935,Drama,3037
tt0026043,After Office Hours,1935,Comedy Crime Drama,12785
tt0026056,Alice Adams,1935,Comedy Drama Romance,11114
tt0026065,Der alte und der junge König - Friedrichs des Grossen Jugend,1935,Drama,7917
tt0026069,Amphitryon,1935,Comedy Fantasy Musical,11381
tt0026071,Anna Karenina,1935,Drama Romance,8815
tt0026095,La bandera,1935,Drama Romance War,6976
tt0026097,Barbary Coast,1935,Adventure Drama Romance,11205
tt0026104,Becky Sharp,1935,Drama Romance War,11039
tt0026122,The Black Mask,1935,Crime,4843
tt0026123,The Black Room,1935,Crime Horror,5248
tt0026126,Bonnie Scotland,1935,Comedy,6741
tt0026129,Bordertown,1935,Crime Drama,10624
tt0026138,Bride of Frankenstein,1935,Drama Horror Sci-Fi,18575
tt0026164,Call of the Wild,1935,Action Adventure Drama,8383
tt0026174,Captain Blood,1935,Action Adventure,11470
tt0026197,Charlie Chan in Egypt,1935,Comedy Crime Horror,6239
tt0026198,Charlie Chan in Paris,1935,Comedy Crime Drama,5958
tt0026199,Charlie Chan in Shanghai,1935,Comedy Crime Mystery,5965
tt0026205,China Seas,1935,Action Adventure Drama,10522
tt0026246,Crime and Punishment,1935,Crime Drama,10411
tt0026249,The Crusades,1935,Adventure Drama History,11281
tt0026252,Curly Top,1935,Family Musical Romance,6136
tt0026264,The Dark Angel,1935,Drama Romance,10130
tt0026266,"The Personal History, Adventures, Experience, & Observation of David Copperfield the Younger",1935,Adventure Drama Romance,12290
tt0026276,The Devil Is a Woman,1935,Comedy Drama Romance,6350
tt0026292,Doubting Thomas,1935,Comedy,10110
tt0026301,El día que me quieras,1935,Drama Musical,6120
tt0026315,Enter Madame!,1935,Comedy Romance,9120
tt0026338,The Farmer Takes a Wife,1935,Comedy Romance,13327
tt0026343,A Feather in Her Hat,1935,Drama,9802
tt0026385,Frisco Kid,1935,Adventure Romance,7707
tt0026388,Front Page Woman,1935,Comedy Romance,13091
tt0026406,The Ghost Goes West,1935,Comedy Fantasy Horror,8695
tt0026417,I Live My Life,1935,Comedy Drama,15316
tt0026419,Goin' to Town,1935,Comedy Musical,8333
tt0026421,Gold Diggers of 1935,1935,Comedy Musical,10708
tt0026444,Gubijinsô,1935,Drama,3372
tt0026452,Hands Across the Table,1935,Comedy Romance,9579
tt0026491,Hooray for Love,1935,Comedy Musical,7399
tt0026508,I Found Stella Parish,1935,Drama Romance,11201
tt0026517,Ich war Jack Mortimer,1935,Drama Thriller,5766
tt0026519,If You Could Only Cook,1935,Comedy Romance,9471
tt0026529,The Informer,1935,Crime Drama,8223
tt0026549,Jinsei no onimotsu,1935,Comedy Drama,3903
tt0026551,Joyû to shijin,1935,Comedy,5179
tt0026556,Justin de Marseille,1935,Crime Drama,5393
tt0026558,Kaikki rakastavat,1935,Comedy Romance,5745
tt0026564,La kermesse héroïque,1935,Comedy History Romance,5956
tt0026605,The Last Days of Pompeii,1935,Adventure Drama,9418
tt0026616,Lazybones,1935,Comedy Romance,6023
tt0026629,Life Begins at 40,1935,Comedy,9720
tt0026641,The Littlest Rebel,1935,Comedy Drama Family,7541
tt0026643,The Lives of a Bengal Lancer,1935,Adventure Drama,9791
tt0026644,Living on Velvet,1935,Drama Romance,8026
tt0026648,Lorenzino de' Medici,1935,Drama History,6302
tt0026660,Lucrèce Borgia,1935,Drama History Romance,4522
tt0026663,Mad Love,1935,Horror Romance Sci-Fi,6392
tt0026667,Magnificent Obsession,1935,Drama Romance,11710
tt0026676,Man on the Flying Trapeze,1935,Comedy,7538
tt0026682,Maria no Oyuki,1935,Drama War,2048
tt0026685,Mark of the Vampire,1935,Horror Mystery,5468
tt0026692,Mazurka,1935,Drama,5899
tt0026703,Merlusse,1938,Comedy Drama,5304
tt0026714,A Midsummer Night's Dream,1935,Comedy Fantasy Romance,8666
tt0026723,Mississippi,1935,Comedy Musical,6842
tt0026725,Les Misérables,1935,Drama History Romance,16426
tt0026737,Munkbrogreven,1935,Comedy Romance,5961
tt0026762,Das Mädchen vom Moorhof,1935,Drama,5156
tt0026830,Orizuru Osen,1935,Drama,2724
tt0026831,Otome-gokoro - Sannin-shimai,1935,Drama,4148
tt0026866,Peter Ibbetson,1935,Drama Fantasy Romance,7353
tt0026868,The Phantom Light,1935,Mystery Thriller,7538
tt0026891,Princesse Tam-Tam,1935,Comedy Drama,3978
tt0026895,Public Hero Number 1,1935,Crime Drama,8175
tt0026910,The Rainmakers,1935,Comedy Musical Romance,6990
tt0026912,The Raven,1935,Crime Horror,5055
